review,rating,date,bank,source,contains_emoji,review_length
I appreciated by this app. But it can't send money to inactive account and pending authorization account. Please develop more. I have long experience( more than 3 years) with former version and ussd *889#. This latter version is better than both. Keep it up!thank you. is there any payment for using cbe mobile bank? Please explain,5,2020-12-06,CBE Mobile Banking,Google Play,False,331
"Best and easy app for use than any other local bank's mobile banking system. But the system doesn't show recent transaction some times, though the transaction has done. Better to do on this and other upgrading facilities.",5,2022-09-08,CBE Mobile Banking,Google Play,False,221
"The app is not friendly usable . For example, it asks you verification key as soon as you download it. There is no description where or how to get verification key. This is crazy. I never seen any app ask you verification key at the start . confusing app. No more try waste of time.",1,2020-11-11,CBE Mobile Banking,Google Play,False,282
Its good. But recently i have been having some problems. The app is transferring my money for a second time after i do. It shows the first transfer has failed and i usually do it again. Then after it shows that i have made two transfers. Could you fix this. Thank you,3,2022-09-15,CBE Mobile Banking,Google Play,False,267
"Recent update is very good. User interface has been redesigned and it's really awesome. Only downside is that you can't see all of recent transactions, it is limited to some and there is no way to see older transactions. Apart from that CBE has done a good job in revitalizing the old app.",4,2020-06-29,CBE Mobile Banking,Google Play,False,289
"It's good app, it is simple to use. It would be better if there was more recent records on the ""recents"" toolbar. It is only about 17 deposit and withdrawal recent records displayed to the user while others are deleted automatically.",4,2022-03-28,CBE Mobile Banking,Google Play,False,233
"The app is great and easy to use. My issue is that, it some times show error message indicating failed transfer transaction, but when I check my balance later it actually made the transaction. This incident happened to me twice.",4,2022-12-16,CBE Mobile Banking,Google Play,False,228
"The old version stopped working for me and whenever that happens I had to go to my CBE branch and ask for help to get it reinstalled. I just updated it, and it worked like a charm with an elegant UI and very stable services.",5,2020-08-26,CBE Mobile Banking,Google Play,False,224
"The app was updated 7 days ago. Since then it doesn't show the balance and seems like it is trying to update but the update never show a result even if after the green indicator shows sync finished and all the links for the different transaction say ""none available"".",1,2023-04-03,CBE Mobile Banking,Google Play,False,267
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things.",3,2022-01-17,CBE Mobile Banking,Google Play,False,385
